question,answer,image_id
how many pillows are there on the sofa,5,image1333
what is the red object on the table,bottle,image528
what is to the left of the television,dvd_player,image177
what is the colour of the tray on the shelf,yellow,image615
how many chairs are there,4,image1383
what are the objects on the table in right bottom,"plant_pot, books, can",image1245
what is the object on the counter in the corner,microwave,image819
what is on the left side of the cupboards on the wall,microwave,image751
what is found above the table,chandelier,image1434
what are stuck on the wall right to the window,mask,image1417
what is on the right side,window,image1060
how many tape dispensers are on the cabinet below the brown board,3,image450
what is the largest object,sofa,image1333
what is in front of the rack,plastic_box,image490
how many drawers are there,3,image695
how many lamps are above the cash desk,3,image114
how many knobs are there on the cabinet,10,image1403
what is the object left of the wall divider,refridgerator,image815
what are found below the photos,cloth_bag,image914
what is on the left side rack,cup,image102
what is colour of the window screen,red,image74
what is the object in front of the wall,table,image55
what is the object in the shelves,towel,image715
what color is the ball next to the bed,red,image1185
what is on the either sides of the window,curtain,image600
what is on the wall,framed_certificate,image1045
what are the objects found on the sofa,"box, bag, pillow",image1325
what is in front of the cupboards,ladder,image425
what is the object to which the round clock is hung on,wall,image8
what color is the cooking pan on the oven,black,image892
what is in front of the sofa,table,image1281
what is the object on the hanger,bag,image115
what is found behind the sink,mirror,image695
what is in the rack on the wall,spice_bottle,image136
how many white clothes are visible,5,image1007
what is the colour of sofa,black,image244
what is on the window,curtain,image544
how many stands of cup are there,2,image101
how many shelves does the bookcase have on the left side of the sweatshirts,6,image99
what is on the left side of the lamp,sofa,image588
how many drawers are there,3,image1059
what is left of sink,towel,image716
what is above the television,dvd_player,image437
what is placed on the chair,jacket,image148
what is in front of the wall,chair,image922
what is in front of the white door on the left side of the desk,telephone,image3
what is right of table,window,image286
what is the object on the floor in front of the table,garbage_bin,image496
what is present on top of the bed,pillow,image1036
what is in front of the table,garbage_bin,image876
what is the largest object,table,image1344
what is the colour of the tissue roll,white,image738
what is on the right shelf,framed_certificate,image955
what is above the flush tank,tissue_box,image704
what is on the left of the poster board,coat_hanger,image23
what object is found on the right corner of the cabinet,cordless_phone,image984
what is the largest black object in this picture,sofa,image488
what is the object hanging on the hangers,jacket,image99
what is beneath the switch board,ornamental_plant,image1273
what object is found near the sink,bottle_of_hand_wash_liquid,image856
what is the colour of the sofa,brown,image486
what is at the right side of the plant,cabinet,image1189
what is near the wall,stacked_chairs,image19
how many rolling chairs are in this picture,1,image290
what is on the night stand,lamp,image487
what is in front of the books,chair,image1322
how many chairs are there,5,image794
what are found on the rack,toy,image1320
what is around the table,chair,image467
how many toy boxes are under the table close to the wall,6,image292
what is above the table,printer,image24
what is placed on the table,bowl,image223
what is the colour of the flower in the flower vase,red,image886
what is on the right side of the candle holder,decorative_item,image1438
